id_dummy,Total_POI,Closed_POI,AvgRating,AvgReviewCount,PriceCategory,Latitude,Longitude
1,6,0,4.25,176.83333333333334,Economical,49.258924,-123.152591
1,13,0,4.076923076923077,339.46153846153845,Economical,49.266774,-123.141135
1,15,0,3.933333333333333,294.1333333333333,Economical,49.273355,-123.154493
1,10,0,4.1,313.8,Economical,49.276144,-123.151272
1,17,0,4.117647058823529,277.8235294117647,Economical,49.268339,-123.157443
1,16,0,4.125,470.25,Economical,49.284062,-123.095097
1,10,0,4.2,230.2,Economical,49.261742,-123.13148
1,14,0,4.142857142857143,306.57142857142856,Economical,49.262206,-123.109091
1,8,0,3.875,392.75,Economical,49.27023,-123.10651
1,13,0,4.038461538461538,312.61538461538464,Economical,49.262062,-123.104656
1,10,0,3.9,405.9,Economical,49.27033,-123.10275
1,13,0,4.115384615384615,306.0769230769231,Economical,49.258902,-123.109596
1,9,0,4.166666666666667,348.6666666666667,Economical,49.265071,-123.123864
1,10,0,4.0,301.4,Economical,49.265198,-123.131043
1,13,0,4.1923076923076925,538.3076923076923,Economical,49.273691,-123.102232
1,11,0,4.136363636363637,197.8181818181818,Economical,49.2685027,-123.0975014
1,18,0,4.138888888888889,662.5555555555555,Economical,49.288682,-123.11818
1,15,0,4.033333333333333,282.1333333333333,Economical,49.271741,-123.155421
1,16,0,4.0625,297.1875,Economical,49.262822,-123.14338
1,15,0,4.133333333333334,285.73333333333335,Economical,49.263635,-123.099236
1,19,0,4.184210526315789,648.1578947368421,Economical,49.28763,-123.127245
1,13,0,4.384615384615385,668.7692307692307,Economical,49.297933,-123.130758
1,9,0,4.222222222222222,239.33333333333334,Economical,49.258819,-123.131317
1,18,0,4.194444444444445,578.0555555555555,Economical,49.280284,-123.097052
1,17,0,4.205882352941177,745.8235294117648,Economical,49.276294,-123.106534
1,8,0,3.9375,236.375,Economical,49.277469,-123.081315
1,15,0,4.033333333333333,209.0,Economical,49.277665,-123.073653
1,15,0,4.033333333333333,209.0,Economical,49.277436,-123.070427
1,16,0,4.09375,197.5625,Economical,49.280332,-123.070068
1,15,0,4.2,386.4,Economical,49.279369,-123.091241
1,16,0,4.15625,441.25,Economical,49.283992,-123.091206
1,17,0,4.0,219.41176470588235,Economical,49.274881,-123.069323
1,15,0,4.033333333333333,209.0,Economical,49.275882,-123.071865
1,12,0,4.208333333333333,340.6666666666667,Economical,49.273777,-123.092723
1,8,0,4.1875,255.0,Economical,49.265005,-123.079481
1,18,0,3.9444444444444446,220.05555555555554,Economical,49.271377,-123.069416
1,17,0,3.911764705882353,218.58823529411765,Economical,49.268616,-123.069908
1,15,0,4.0,247.93333333333334,Economical,49.266969,-123.069936
1,10,0,4.1,231.0,Economical,49.263242,-123.070521
1,8,0,4.0,262.5,Economical,49.261403,-123.070102
1,5,0,4.2,275.2,Economical,49.261263,-123.073707
1,9,0,4.111111111111111,307.0,Economical,49.262242,-123.081459
1,13,0,4.153846153846154,291.38461538461536,Economical,49.262321,-123.09306
1,8,0,4.1875,246.125,Economical,49.264251,-123.073853
1,13,0,4.038461538461538,264.53846153846155,Economical,49.266751,-123.073501
1,16,0,3.96875,224.8125,Economical,49.270684,-123.073562
1,17,0,3.9705882352941178,229.1764705882353,Economical,49.2731,-123.0732
1,18,0,4.055555555555555,337.6666666666667,Economical,49.254667,-123.101389
1,15,0,4.1,335.0,Economical,49.256694,-123.096579
1,15,0,4.133333333333334,320.46666666666664,Economical,49.258352,-123.096337
1,14,0,4.142857142857143,316.5,Economical,49.258817,-123.092797
1,12,0,4.166666666666667,271.6666666666667,Economical,49.26151,-123.089413
1,10,0,4.2,257.2,Economical,49.263382,-123.088837
1,7,0,4.142857142857143,301.14285714285717,Economical,49.261353,-123.085333
1,7,0,4.142857142857143,301.14285714285717,Economical,49.264466,-123.085183
1,19,0,4.105263157894737,192.8421052631579,Economical,49.280197,-123.065859
1,16,0,4.0625,231.9375,Economical,49.266725,-123.065925
1,9,0,4.111111111111111,199.55555555555554,Economical,49.261188,-123.066009
1,7,0,4.0,162.14285714285714,Economical,49.256857,-123.065646
1,16,0,4.1875,186.625,Economical,49.283986,-123.065264
1,9,0,4.055555555555555,307.6666666666667,Economical,49.257985,-123.083366
1,12,0,4.125,330.0,Economical,49.257939,-123.089531
1,9,0,4.166666666666667,215.22222222222223,Economical,49.256496,-123.075426
1,14,0,4.178571428571429,209.92857142857142,Economical,49.283236,-123.070443
1,7,0,4.285714285714286,128.0,Economical,49.267266,-123.090786
1,11,0,4.2272727272727275,223.27272727272728,Economical,49.265242,-123.095577
1,10,0,4.2,257.2,Economical,49.265213,-123.090785
1,1,0,4.0,440.0,Expensive,49.302577,-123.155616
1,16,0,4.1875,424.8125,Economical,49.277595,-123.09583
1,12,0,4.125,364.0833333333333,Economical,49.279235,-123.087528
1,9,0,4.166666666666667,387.6666666666667,Economical,49.277333,-123.087359
1,18,0,3.861111111111111,211.88888888888889,Economical,49.273103,-123.069892
1,13,0,4.1923076923076925,286.38461538461536,Economical,49.261973,-123.09725
1,17,0,4.176470588235294,488.4117647058824,Economical,49.275295,-123.132585
1,19,0,4.026315789473684,802.6842105263158,Economical,49.285871,-123.12105
1,18,0,4.25,622.6111111111111,Economical,49.284893,-123.128685
1,12,0,4.041666666666667,264.5833333333333,Economical,49.263962,-123.112621
1,14,0,4.214285714285714,378.07142857142856,Economical,49.277615,-123.091654
1,19,0,4.105263157894737,966.7368421052631,Economical,49.282214,-123.114101
1,10,0,4.2,224.6,Economical,49.266456,-123.100324
1,11,0,4.045454545454546,251.36363636363637,Economical,49.268216,-123.103168
1,19,0,4.052631578947368,848.6842105263158,Economical,49.284554,-123.111031
1,20,0,4.175,967.7,Economical,49.280216,-123.117639
1,10,0,4.05,311.6,Economical,49.266314,-123.116011
1,9,0,4.166666666666667,190.22222222222223,Economical,49.280852,-123.084746
1,16,0,4.28125,658.4375,Economical,49.285512,-123.1384
